sample	ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
LS_7_14_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.330	19858	0.026	0	14725	0.290	14548	98.798	177	1.202	0	0.000	555406	10.944	277380	5.466	22	613262
LS_7_14_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.069	1550	0.002	0	3	0.002	2	66.667	1	33.333	0	0.000	2342	1.591	1024	0.696	0	0
LS_7_14_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.381	21825	0.026	0	8437	0.171	8290	98.258	147	1.743	1	0.012	692936	14.010	354320	7.164	23	545704
LS_7_14_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.274	440	0.001	0	5055	3.206	5003	98.971	52	1.029	0	0.000	4853	3.078	1654	1.049	1	28989
LS_7_14_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.382	10874	0.030	1	6689	0.145	6597	98.625	92	1.375	0	0.000	2157175	46.632	1354220	29.274	18	289669
LS_7_14_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.509	41133	0.053	0	115878	2.411	115740	99.881	137	0.118	3	0.003	533968	11.108	283348	5.895	7	122834
LS_7_14_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.070	401	0.001	0	255	0.199	247	96.863	8	3.137	0	0.000	2634	2.053	1859	1.449	0	0
LS_7_14_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.005	2	0.000	0	5	0.006	5	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_7_14_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.700	17663	0.022	0	6522	0.128	6433	98.635	89	1.365	0	0.000	1805100	35.363	1239533	24.283	29	627110
LS_7_14_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.440	11452	0.032	1	5906	0.129	5830	98.713	76	1.287	0	0.000	2216413	48.233	1407927	30.639	20	249873
LS_7_14_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.137	3	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	2729	3.102	53	0.060	0	0
LS_7_14_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.081	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	860	1.686	357	0.700	0	0
LS_7_14_2013	TOTAL	-	50385128	9.235	1767376	5.494	0	2558352	5.078	2554811	99.862	3531	0.138	292	0.011	15716292	31.192	7675550	15.234	204	4299057
LS_8_10_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.629	25972	0.064	0	72696	1.437	72609	99.880	87	0.120	0	0.000	939667	18.571	490905	9.702	2	41891
LS_8_10_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.482	195	0.000	0	3834	4.048	3813	99.452	21	0.548	1	0.026	5481	5.787	0	0.000	0	0
LS_8_10_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_8_10_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_8_10_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.021	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	353	0.555	0	0.000	0	0
LS_8_10_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.516	113005	0.283	0	9990	0.192	9825	98.348	165	1.652	0	0.000	1030552	19.797	641881	12.330	13	279754
LS_8_10_2013	Esch_coli_118UI	NZ_CP032517.1	4724	7.235	15802	0.016	49	562	11.897	500	88.968	62	11.032	0	0.000	237	5.017	2242	47.460	0	0
LS_8_10_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.194	92	0.000	0	172	0.190	159	92.442	13	7.558	0	0.000	4801	5.315	1415	1.567	0	0
LS_8_10_2013	Esch_coli_D5	NZ_CP010145.1	4817460	112.852	2332926	11.187	126	2272026	47.162	2270072	99.914	1946	0.086	297	0.013	2772018	57.541	566568	11.761	8	78705
LS_8_10_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.100	850	0.001	0	784	0.695	783	99.872	1	0.128	0	0.000	2358	2.089	766	0.679	1	52822
LS_8_10_2013	Esch_coli_D5	NZ_CP010147.1	88754	1.358	1668	0.005	1	15628	17.608	15550	99.501	77	0.493	1	0.006	16001	18.028	3071	3.460	2	19901
LS_8_10_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	18.233	49056	0.201	34	59742	1.228	58997	98.753	745	1.247	21	0.035	3413473	70.184	1584962	32.588	25	370749
LS_8_10_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.184	84	0.000	0	2169	1.722	2097	96.680	72	3.320	0	0.000	5808	4.610	2569	2.039	0	0
LS_8_10_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.506	31452	0.059	0	75145	1.481	74678	99.379	467	0.622	5	0.007	757954	14.936	354421	6.984	21	448051
LS_8_10_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.288	2756	0.005	0	1893	1.286	1853	97.887	40	2.113	0	0.000	7135	4.848	1428	0.970	0	0
LS_8_10_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.464	34329	0.059	0	22659	0.458	22444	99.051	214	0.945	10	0.044	839242	16.968	452226	9.143	16	313678
LS_8_10_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.948	1055	0.002	0	21611	13.707	21475	99.371	136	0.629	3	0.014	17627	11.180	2088	1.324	3	38519
LS_8_10_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.798	17232	0.068	2	11827	0.256	11707	98.985	120	1.015	3	0.025	2302608	49.776	1457402	31.505	22	285277
LS_8_10_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	1.257	77457	0.143	1	793241	16.502	792663	99.927	578	0.073	9	0.001	726789	15.120	305639	6.358	5	57053
LS_8_10_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.335	785	0.002	0	3830	2.985	3782	98.747	48	1.253	0	0.000	5817	4.534	1930	1.504	0	0
LS_8_10_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.200	130	0.000	0	3233	4.093	3193	98.763	40	1.237	0	0.000	286	0.362	0	0.000	1	33043
LS_8_10_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.702	26481	0.047	0	9629	0.189	9482	98.473	147	1.527	0	0.000	1948837	38.178	1424161	27.900	29	555050
LS_8_10_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.849	17758	0.072	2	9687	0.211	9560	98.689	127	1.311	0	0.000	2362805	51.419	1516622	33.004	18	209264
LS_8_10_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.157	10	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	3693	4.197	13	0.015	0	0
LS_8_10_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.328	4	0.000	0	208	0.408	208	100.000	0	0.000	0	0.000	4481	8.786	480	0.941	0	0
LS_8_10_2013	TOTAL	-	50385128	13.695	2749099	12.213	1	3390566	6.729	3385450	99.849	5106	0.151	350	0.010	17168023	34.074	8810789	17.487	168	2836628
LS_9_3_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.402	20284	0.054	0	3870	0.076	3802	98.243	68	1.757	0	0.000	870845	17.211	485285	9.591	21	570660
LS_9_3_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.037	5	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	646	0.682	0	0.000	0	0
LS_9_3_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_9_3_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_9_3_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
LS_9_3_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.416	109446	0.298	0	5195	0.100	5099	98.152	95	1.829	2	0.038	962376	18.487	639272	12.280	22	598048
LS_9_3_2013	Esch_coli_118UI	NZ_CP032517.1	4724	13.795	17064	0.019	69	625	13.230	562	89.920	62	9.952	2	0.320	357	7.557	2147	45.449	0	0
LS_9_3_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.041	103	0.000	0	278	0.308	266	95.683	12	4.317	0	0.000	2044	2.263	1359	1.505	0	0
LS_9_3_2013	Esch_coli_D5	NZ_CP010145.1	4817460	112.981	2318634	12.108	126	2298255	47.707	2296344	99.917	1904	0.083	290	0.013	2775263	57.608	535994	11.126	10	84709
LS_9_3_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.041	837	0.001	0	5	0.004	4	80.000	1	20.000	0	0.000	873	0.773	773	0.685	0	0
LS_9_3_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.095	968	0.003	0	63	0.071	62	98.413	1	1.587	0	0.000	2199	2.478	3079	3.469	0	0
LS_9_3_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	18.291	52757	0.235	34	62274	1.280	61592	98.905	682	1.095	15	0.024	3417602	70.269	1577563	32.436	23	340750
LS_9_3_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.045	16	0.000	0	47	0.037	46	97.872	1	2.128	0	0.000	3393	2.693	2532	2.010	0	0
LS_9_3_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.303	30325	0.062	0	5869	0.116	5768	98.279	101	1.721	0	0.000	610449	12.029	346786	6.834	20	539683
LS_9_3_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.071	2943	0.006	0	912	0.620	908	99.561	4	0.439	0	0.000	1319	0.896	1434	0.974	0	0
LS_9_3_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.390	33577	0.063	0	7232	0.146	7090	98.037	142	1.964	2	0.028	788659	15.945	456526	9.230	21	443711
LS_9_3_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.079	499	0.001	0	878	0.557	873	99.431	5	0.569	0	0.000	1630	1.034	1673	1.061	0	0
LS_9_3_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.784	16487	0.071	2	10924	0.236	10806	98.920	118	1.080	1	0.009	2301721	49.757	1452774	31.405	20	277431
LS_9_3_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.335	49343	0.099	0	8376	0.174	8281	98.866	95	1.134	1	0.012	593673	12.350	343445	7.145	6	122930
LS_9_3_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.101	714	0.002	0	2092	1.630	2082	99.522	10	0.478	0	0.000	2069	1.613	1932	1.506	0	0
LS_9_3_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.079	47	0.000	0	1347	1.705	1323	98.218	24	1.782	0	0.000	19	0.024	0	0.000	0	0
LS_9_3_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.698	26325	0.051	0	7744	0.152	7677	99.135	67	0.865	0	0.000	1957174	38.342	1426500	27.946	26	559827
LS_9_3_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.851	17500	0.077	2	9613	0.209	9475	98.564	138	1.436	0	0.000	2359490	51.346	1510732	32.876	17	215972
LS_9_3_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.117	64	0.000	0	1379	1.567	1378	99.927	1	0.073	0	0.000	1070	1.216	0	0.000	1	56265
LS_9_3_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.057	9	0.000	0	54	0.106	50	92.593	4	7.407	0	0.000	573	1.124	360	0.706	0	0
LS_9_3_2013	TOTAL	-	50385128	13.615	2697947	13.150	0	2427032	4.817	2423488	99.854	3535	0.146	313	0.013	16653444	33.052	8790166	17.446	190	3926446
LS_9_24_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.500	35917	0.076	0	18656	0.369	17106	91.692	1550	8.312	8	0.043	1084471	21.433	642216	12.692	20	471321
LS_9_24_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.069	1703	0.003	0	515	0.544	492	95.534	23	4.466	0	0.000	537	0.567	5164	5.452	0	0
LS_9_24_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_9_24_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_9_24_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
LS_9_24_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.513	179355	0.388	0	16596	0.319	15055	90.715	1540	9.282	4	0.024	1192677	22.911	794406	15.260	20	562479
LS_9_24_2013	Esch_coli_118UI	NZ_CP032517.1	4724	15.232	28055	0.024	96	594	12.574	523	88.047	71	11.953	0	0.000	515	10.902	2236	47.333	0	0
LS_9_24_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.031	146	0.000	0	208	0.230	199	95.673	9	4.327	0	0.000	1852	2.050	1417	1.569	0	0
LS_9_24_2013	Esch_coli_D5	NZ_CP010145.1	4817460	176.669	3702306	15.330	200	2223217	46.149	2221254	99.912	1944	0.087	470	0.021	2775642	57.616	646674	13.424	9	98321
LS_9_24_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.034	1280	0.002	0	207	0.183	204	98.551	3	1.449	0	0.000	997	0.883	777	0.688	0	0
LS_9_24_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.183	1753	0.004	0	551	0.621	549	99.637	2	0.363	0	0.000	3618	4.076	3229	3.638	0	0
LS_9_24_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	25.426	85254	0.301	55	80791	1.661	79044	97.838	1743	2.160	104	0.129	3499443	71.952	1747050	35.921	21	364853
LS_9_24_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.046	10	0.000	0	9	0.007	8	88.889	1	11.111	0	0.000	3565	2.830	2652	2.105	0	0
LS_9_24_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.404	50218	0.081	0	19937	0.393	18511	92.847	1426	7.153	0	0.000	802276	15.809	459068	9.046	19	526621
LS_9_24_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.048	5549	0.009	0	509	0.346	508	99.804	1	0.196	0	0.000	1964	1.334	5516	3.748	0	0
LS_9_24_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.490	56786	0.084	0	24074	0.487	22064	91.651	2008	8.343	5	0.021	988556	19.987	590648	11.942	22	441900
LS_9_24_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.101	601	0.001	0	640	0.406	637	99.531	3	0.469	0	0.000	3060	1.941	1782	1.130	0	0
LS_9_24_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	2.212	28851	0.098	3	19808	0.428	18831	95.068	976	4.931	14	0.071	2489093	53.807	1610598	34.816	21	296396
LS_9_24_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.470	84046	0.134	0	36624	0.762	34914	95.331	1710	4.669	2	0.005	775570	16.134	454158	9.448	9	172647
LS_9_24_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.040	1054	0.002	0	1	0.001	1	100.000	0	0.000	0	0.000	2345	1.828	1973	1.538	0	0
LS_9_24_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.023	14	0.000	0	33	0.042	33	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_9_24_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	1.034	45301	0.070	1	28860	0.565	26914	93.257	1946	6.743	2	0.007	2133695	41.800	1494034	29.269	37	625777
LS_9_24_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	2.591	28923	0.101	4	21422	0.466	20500	95.696	922	4.304	2	0.009	2547737	55.443	1608048	34.994	19	239564
LS_9_24_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.041	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	747	0.849	0	0.000	0	0
LS_9_24_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.044	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	976	1.914	384	0.753	0	0
LS_9_24_2013	TOTAL	-	50385128	20.957	4337122	16.708	0	2493252	4.948	2477347	99.362	15878	0.637	611	0.025	18309336	36.339	10072030	19.990	200	3916339
LS_10_27_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.424	18354	0.049	0	9792	0.194	9284	94.812	508	5.188	0	0.000	856817	16.933	457438	9.040	24	520701
LS_10_27_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.301	250	0.001	0	4864	5.135	4682	96.258	182	3.742	0	0.000	1561	1.648	594	0.627	1	28123
LS_10_27_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_10_27_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_10_27_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.009	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	144	0.226	0	0.000	0	0
LS_10_27_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.447	97081	0.261	0	8535	0.164	8224	96.356	311	3.644	0	0.000	959173	18.426	605359	11.629	18	399925
LS_10_27_2013	Esch_coli_118UI	NZ_CP032517.1	4724	8.622	15576	0.017	51	573	12.130	507	88.482	66	11.518	0	0.000	258	5.461	2209	46.761	0	0
LS_10_27_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.064	80	0.000	0	88	0.097	84	95.455	4	4.545	0	0.000	2270	2.513	1340	1.483	0	0
LS_10_27_2013	Esch_coli_D5	NZ_CP010145.1	4817460	99.417	2030066	10.466	110	2304309	47.832	2302377	99.916	1925	0.084	287	0.012	2766729	57.431	518881	10.771	8	84969
LS_10_27_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.053	707	0.001	0	215	0.190	215	100.000	0	0.000	0	0.000	1320	1.169	765	0.678	0	0
LS_10_27_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.716	1186	0.004	0	7395	8.332	7364	99.581	30	0.406	1	0.014	9208	10.375	3148	3.547	1	11848
LS_10_27_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	17.256	44805	0.197	30	61521	1.265	60551	98.423	970	1.578	57	0.093	3395770	69.820	1486848	30.571	23	376960
LS_10_27_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.084	27	0.000	0	612	0.486	586	95.752	26	4.248	0	0.000	3819	3.032	2359	1.873	0	0
LS_10_27_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.408	27335	0.055	0	32669	0.644	32251	98.720	418	1.280	1	0.003	659810	13.002	333867	6.579	21	513904
LS_10_27_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.189	2649	0.005	0	3786	2.573	3742	98.838	44	1.162	0	0.000	3160	2.147	1310	0.890	2	70700
LS_10_27_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.431	30136	0.056	0	17666	0.357	17143	97.040	523	2.961	1	0.006	789760	15.967	428572	8.665	16	351112
LS_10_27_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.456	623	0.001	0	9169	5.816	9136	99.640	33	0.360	1	0.011	9842	6.243	1653	1.048	1	26409
LS_10_27_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.382	15069	0.064	1	9634	0.208	9455	98.142	179	1.858	1	0.010	2262414	48.907	1513556	32.719	20	270152
LS_10_27_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.761	57823	0.115	0	315609	6.566	315129	99.848	480	0.152	12	0.004	643864	13.394	334086	6.950	7	88010
LS_10_27_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.106	597	0.001	0	212	0.165	212	100.000	0	0.000	0	0.000	2908	2.266	1933	1.507	0	0
LS_10_27_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.011	5	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	105	0.133	0	0.000	0	0
LS_10_27_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.716	23342	0.045	0	11713	0.229	11435	97.627	278	2.373	0	0.000	1912541	37.467	1370667	26.852	28	564688
LS_10_27_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.874	15819	0.069	2	9477	0.206	9301	98.143	176	1.857	0	0.000	2327207	50.644	1444177	31.428	19	217456
LS_10_27_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.090	4	0.000	0	75	0.085	75	100.000	0	0.000	0	0.000	1871	2.127	0	0.000	0	0
LS_10_27_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.122	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1783	3.496	359	0.704	0	0
LS_10_27_2013	TOTAL	-	50385128	12.180	2381536	11.405	0	2807914	5.573	2801753	99.781	6153	0.219	361	0.013	16612334	32.971	8509121	16.888	191	3577828
LS_11_10_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.457	16849	0.045	0	17005	0.336	15562	91.514	1443	8.486	1	0.006	856483	16.927	423983	8.379	28	652145
LS_11_10_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.023	1038	0.003	0	385	0.406	357	92.727	28	7.273	0	0.000	0	0.000	5079	5.362	0	0
LS_11_10_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_11_10_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_11_10_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
LS_11_10_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.472	80299	0.220	0	17478	0.336	16088	92.047	1390	7.954	3	0.017	952036	18.288	565465	10.862	25	675812
LS_11_10_2013	Esch_coli_118UI	NZ_CP032517.1	4724	9.425	10357	0.011	42	662	14.014	591	89.275	71	10.725	0	0.000	244	5.165	2129	45.068	0	0
LS_11_10_2013	Esch_coli_118UI	NZ_CP032516.1	90328	0.018	66	0.000	0	38	0.042	37	97.368	1	2.632	0	0.000	1642	1.818	1284	1.421	0	0
LS_11_10_2013	Esch_coli_D5	NZ_CP010145.1	4817460	79.750	1636358	8.579	88	2293826	47.615	2292035	99.922	1769	0.077	584	0.025	2766344	57.423	510291	10.593	11	113045
LS_11_10_2013	Esch_coli_D5	NZ_CP010146.1	112874	0.017	616	0.001	0	23	0.020	22	95.652	1	4.348	0	0.000	346	0.307	758	0.672	0	0
LS_11_10_2013	Esch_coli_D5	NZ_CP010147.1	88754	0.036	860	0.003	0	69	0.078	64	92.754	5	7.246	0	0.000	1744	1.965	2832	3.191	0	0
LS_11_10_2013	Esch_coli_2011C-3911	NZ_CP015240.1	4863599	14.787	34382	0.154	24	65770	1.352	64295	97.757	1473	2.241	48	0.073	3377338	69.441	1402245	28.831	22	396212
LS_11_10_2013	Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.021	5	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	3158	2.507	2525	2.004	0	0
LS_11_10_2013	Esch_coli_PA45B	NZ_CP021288.1	5074754	0.336	21056	0.043	0	13651	0.269	12684	92.916	967	7.084	0	0.000	612843	12.076	310288	6.114	26	680149
LS_11_10_2013	Esch_coli_PA45B	NZ_CP021289.1	147172	0.034	2332	0.005	0	665	0.452	660	99.248	5	0.752	0	0.000	1045	0.710	4747	3.225	0	0
LS_11_10_2013	Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.434	25366	0.048	0	22886	0.463	20983	91.685	1903	8.317	4	0.017	773633	15.641	394257	7.971	27	567553
LS_11_10_2013	Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.008	276	0.001	0	1	0.001	1	100.000	0	0.000	0	0.000	1167	0.740	1676	1.063	0	0
LS_11_10_2013	Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.438	13120	0.056	1	12798	0.277	12187	95.226	610	4.769	6	0.047	2219599	47.981	1407899	30.435	20	298839
LS_11_10_2013	Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.349	38079	0.077	0	17063	0.355	15778	92.469	1285	7.533	5	0.029	603959	12.564	311556	6.481	19	417238
LS_11_10_2013	Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.014	474	0.001	0	6	0.005	6	100.000	0	0.000	0	0.000	1596	1.244	1890	1.473	0	0
LS_11_10_2013	Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	78992
LS_11_10_2013	Esch_coli_Santai	NZ_CP007592.1	5104557	0.749	20850	0.041	0	19649	0.385	18246	92.860	1403	7.140	0	0.000	1871132	36.656	1287704	25.227	29	621245
LS_11_10_2013	Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.960	13676	0.060	2	15394	0.335	14657	95.212	737	4.788	1	0.006	2281261	49.644	1316872	28.657	20	250865
LS_11_10_2013	Esch_coli_AR_0061	NZ_CP020059.1	87982	0.003	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
LS_11_10_2013	Esch_coli_AR_0061	NZ_CP020060.1	50999	0.010	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	394	0.773	350	0.686	0	0
LS_11_10_2013	TOTAL	-	50385128	9.853	1916059	9.347	0	2497369	4.957	2484253	99.475	13091	0.524	652	0.026	16325964	32.402	7953830	15.786	231	4868555
LS_12_14_2013	Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.392	15710	0.037	0	3631	0.072	3557	97.962	74	2.039	1	0.028	803946	15.889	421074	8.322	24	613087
LS_12_14_2013	Esch_coli_EC-1639	NZ_LR025102.1	94720	0.153	34	0.000	0	868	0.916	866	99.770	2	0.230	0	0.000	2952	3.117	583	0.615	1	52091
LS_12_14_2013	Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
LS_12_14_2013	Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
LS_12_14_2013	Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
LS_12_14_2013	Esch_coli_118UI	NZ_CP032515.1	5205677	0.405	85116	0.201	0	6192	0.119	6071	98.046	121	1.954	1	0.016	892823	17.151	567376	10.899	29	734720
